Category,Coach,Pixel ID,Course Code,Course Name,L1 Slug,L2 Slug,L3 Slug,L4 Slug,L1 Tag,PRO Tag,CF L1 SKU,CF PRO SKU,Sales Page Slug,Checkout Slug,OTO 1 Slug,Thank You Page Slug,L1 Price,PRO Price,Status,Tier,Priority
PARENTING,Emma,EmmaParenting,EP004,Certified Blended Family Coach™,blended-family-coach,ep004-pro-advanced,ep004-pro-master,ep004-pro-practice,blended_family_coach_purchased,ep004_pro_accelerator_purchased,blended-family-coach-certification,ep004-pro-accelerator,blended-family-coach-certification,checkout-blended-family-coach,oto-ep004-pro-accelerator,thank-you-blended-family-coach,97,397,WEEK 4,QUICKWIN,84
PARENTING,Emma,EmmaParenting,EP005,Certified Child Behavior Coach™,child-behavior-coach,ep005-pro-advanced,ep005-pro-master,ep005-pro-practice,child_behavior_coach_purchased,ep005_pro_accelerator_purchased,child-behavior-coach-certification,ep005-pro-accelerator,child-behavior-coach-certification,checkout-child-behavior-coach,oto-ep005-pro-accelerator,thank-you-child-behavior-coach,97,397,NOT LAUNCHED,CATALOG,145
PARENTING,Emma,EmmaParenting,EP006,Certified Child Sleep Coach™,child-sleep-coach,ep006-pro-advanced,ep006-pro-master,ep006-pro-practice,child_sleep_coach_purchased,ep006_pro_accelerator_purchased,child-sleep-coach-certification,ep006-pro-accelerator,child-sleep-coach-certification,checkout-child-sleep-coach,oto-ep006-pro-accelerator,thank-you-child-sleep-coach,97,397,GENERATE NOW,FRONTEND,5
PARENTING,Emma,EmmaParenting,EP007,Certified College Prep & Launch Coach™,college-prep-and-launch-coach,ep007-pro-advanced,ep007-pro-master,ep007-pro-practice,college_prep_and_launch_coach_purchased,ep007_pro_accelerator_purchased,college-prep-and-launch-coach-certification,ep007-pro-accelerator,college-prep-and-launch-coach-certification,checkout-college-prep-and-launch-coach,oto-ep007-pro-accelerator,thank-you-college-prep-and-launch-coach,97,397,NOT LAUNCHED,CATALOG,147
PARENTING,Emma,EmmaParenting,EP008,Certified Conscious Parenting Coach™,conscious-parenting-coach,ep008-pro-advanced,ep008-pro-master,ep008-pro-practice,conscious_parenting_coach_purchased,ep008_pro_accelerator_purchased,conscious-parenting-coach-certification,ep008-pro-accelerator,conscious-parenting-coach-certification,checkout-conscious-parenting-coach,oto-ep008-pro-accelerator,thank-you-conscious-parenting-coach,97,397,GENERATE NOW,FRONTEND,6
PARENTING,Emma,EmmaParenting,EP009,Certified Digital Parenting Coach™,digital-parenting-coach,ep009-pro-advanced,ep009-pro-master,ep009-pro-practice,digital_parenting_coach_purchased,ep009_pro_accelerator_purchased,digital-parenting-coach-certification,ep009-pro-accelerator,digital-parenting-coach-certification,checkout-digital-parenting-coach,oto-ep009-pro-accelerator,thank-you-digital-parenting-coach,97,397,NOT LAUNCHED,CATALOG,148
PARENTING,Emma,EmmaParenting,EP010,Certified Empty Nest Transition Coach™,empty-nest-transition-coach,ep010-pro-advanced,ep010-pro-master,ep010-pro-practice,empty_nest_transition_coach_purchased,ep010_pro_accelerator_purchased,empty-nest-transition-coach-certification,ep010-pro-accelerator,empty-nest-transition-coach-certification,checkout-empty-nest-transition-coach,oto-ep010-pro-accelerator,thank-you-empty-nest-transition-coach,97,397,NOT LAUNCHED,CATALOG,149
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP011,Certified Family Health & Nutrition Coach™,family-health-and-nutrition-coach,ep011-pro-advanced,ep011-pro-master,ep011-pro-practice,family_health_and_nutrition_coach_purchased,ep011_pro_accelerator_purchased,family-health-and-nutrition-coach-certification,ep011-pro-accelerator,family-health-and-nutrition-coach-certification,checkout-family-health-and-nutrition-coach,oto-ep011-pro-accelerator,thank-you-family-health-and-nutrition-coach,97,397,NOT LAUNCHED,CATALOG,150
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP012,Certified Family Immune Health Coach™,family-immune-health-coach,ep012-pro-advanced,ep012-pro-master,ep012-pro-practice,family_immune_health_coach_purchased,ep012_pro_accelerator_purchased,family-immune-health-coach-certification,ep012-pro-accelerator,family-immune-health-coach-certification,checkout-family-immune-health-coach,oto-ep012-pro-accelerator,thank-you-family-immune-health-coach,97,397,GENERATE NOW,FRONTEND,7
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP013,Certified Family Stress Health Coach™,family-stress-health-coach,ep013-pro-advanced,ep013-pro-master,ep013-pro-practice,family_stress_health_coach_purchased,ep013_pro_accelerator_purchased,family-stress-health-coach-certification,ep013-pro-accelerator,family-stress-health-coach-certification,checkout-family-stress-health-coach,oto-ep013-pro-accelerator,thank-you-family-stress-health-coach,97,397,GENERATE NOW,FRONTEND,8
PARENTING,Emma,EmmaParenting,EP014,Certified Foster Parent Coach™,foster-parent-coach,ep014-pro-advanced,ep014-pro-master,ep014-pro-practice,foster_parent_coach_purchased,ep014_pro_accelerator_purchased,foster-parent-coach-certification,ep014-pro-accelerator,foster-parent-coach-certification,checkout-foster-parent-coach,oto-ep014-pro-accelerator,thank-you-foster-parent-coach,97,397,NOT LAUNCHED,CATALOG,153
PARENTING,Emma,EmmaParenting,EP015,Certified Gentle Parenting Coach™,gentle-parenting-coach,ep015-pro-advanced,ep015-pro-master,ep015-pro-practice,gentle_parenting_coach_purchased,ep015_pro_accelerator_purchased,gentle-parenting-coach-certification,ep015-pro-accelerator,gentle-parenting-coach-certification,checkout-gentle-parenting-coach,oto-ep015-pro-accelerator,thank-you-gentle-parenting-coach,97,397,NOT LAUNCHED,CATALOG,154
PARENTING,Emma,EmmaParenting,EP016,Certified Grandparent Coach™,grandparent-coach,ep016-pro-advanced,ep016-pro-master,ep016-pro-practice,grandparent_coach_purchased,ep016_pro_accelerator_purchased,grandparent-coach-certification,ep016-pro-accelerator,grandparent-coach-certification,checkout-grandparent-coach,oto-ep016-pro-accelerator,thank-you-grandparent-coach,97,397,NOT LAUNCHED,CATALOG,155
PARENTING,Emma,EmmaParenting,EP017,Certified High-Conflict Co-Parenting Coach™,high-conflict-co-parenting-coach,ep017-pro-advanced,ep017-pro-master,ep017-pro-practice,high_conflict_co_parenting_coach_purchased,ep017_pro_accelerator_purchased,high-conflict-co-parenting-coach-certification,ep017-pro-accelerator,high-conflict-co-parenting-coach-certification,checkout-high-conflict-co-parenting-coach,oto-ep017-pro-accelerator,thank-you-high-conflict-co-parenting-coach,97,397,NOT LAUNCHED,CATALOG,156
PARENTING,Emma,EmmaParenting,EP018,Certified Homeschool Learning Coach™,homeschool-learning-coach,ep018-pro-advanced,ep018-pro-master,ep018-pro-practice,homeschool_learning_coach_purchased,ep018_pro_accelerator_purchased,homeschool-learning-coach-certification,ep018-pro-accelerator,homeschool-learning-coach-certification,checkout-homeschool-learning-coach,oto-ep018-pro-accelerator,thank-you-homeschool-learning-coach,97,397,NOT LAUNCHED,CATALOG,157
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP019,Certified Kids Gut & Nutrition Health Coach™,kids-gut-and-nutrition-health-coach,ep019-pro-advanced,ep019-pro-master,ep019-pro-practice,kids_gut_and_nutrition_health_coach_purchased,ep019_pro_accelerator_purchased,kids-gut-and-nutrition-health-coach-certification,ep019-pro-accelerator,kids-gut-and-nutrition-health-coach-certification,checkout-kids-gut-and-nutrition-health-coach,oto-ep019-pro-accelerator,thank-you-kids-gut-and-nutrition-health-coach,97,397,GENERATE NOW,FRONTEND,9
PARENTING,Emma,EmmaParenting,EP020,Certified Kinship Care Coach™,kinship-care-coach,ep020-pro-advanced,ep020-pro-master,ep020-pro-practice,kinship_care_coach_purchased,ep020_pro_accelerator_purchased,kinship-care-coach-certification,ep020-pro-accelerator,kinship-care-coach-certification,checkout-kinship-care-coach,oto-ep020-pro-accelerator,thank-you-kinship-care-coach,97,397,NOT LAUNCHED,CATALOG,159
PARENTING,Emma,EmmaParenting,EP021,Certified Montessori Parent Coach™,montessori-parent-coach,ep021-pro-advanced,ep021-pro-master,ep021-pro-practice,montessori_parent_coach_purchased,ep021_pro_accelerator_purchased,montessori-parent-coach-certification,ep021-pro-accelerator,montessori-parent-coach-certification,checkout-montessori-parent-coach,oto-ep021-pro-accelerator,thank-you-montessori-parent-coach,97,397,GENERATE NOW,FRONTEND,10
PARENTING,Emma,EmmaParenting,EP022,Certified No-Drama Discipline Coach™,no-drama-discipline-coach,ep022-pro-advanced,ep022-pro-master,ep022-pro-practice,no_drama_discipline_coach_purchased,ep022_pro_accelerator_purchased,no-drama-discipline-coach-certification,ep022-pro-accelerator,no-drama-discipline-coach-certification,checkout-no-drama-discipline-coach,oto-ep022-pro-accelerator,thank-you-no-drama-discipline-coach,97,397,NOT LAUNCHED,CATALOG,160
PARENTING,Emma,EmmaParenting,EP023,Certified Only Child Development Coach™,only-child-development-coach,ep023-pro-advanced,ep023-pro-master,ep023-pro-practice,only_child_development_coach_purchased,ep023_pro_accelerator_purchased,only-child-development-coach-certification,ep023-pro-accelerator,only-child-development-coach-certification,checkout-only-child-development-coach,oto-ep023-pro-accelerator,thank-you-only-child-development-coach,97,397,GENERATE NOW,FRONTEND,11
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP024,Certified Parenting & Emotional Health Coach™,parenting-and-emotional-health-coach,ep024-pro-advanced,ep024-pro-master,ep024-pro-practice,parenting_and_emotional_health_coach_purchased,ep024_pro_accelerator_purchased,parenting-and-emotional-health-coach-certification,ep024-pro-accelerator,parenting-and-emotional-health-coach-certification,checkout-parenting-and-emotional-health-coach,oto-ep024-pro-accelerator,thank-you-parenting-and-emotional-health-coach,97,397,GENERATE NOW,FRONTEND,12
PARENTING,Emma,EmmaParenting,EP025,Certified Parenting with ADHD Coach™,parenting-with-adhd-coach,ep025-pro-advanced,ep025-pro-master,ep025-pro-practice,parenting_with_adhd_coach_purchased,ep025_pro_accelerator_purchased,parenting-with-adhd-coach-certification,ep025-pro-accelerator,parenting-with-adhd-coach-certification,checkout-parenting-with-adhd-coach,oto-ep025-pro-accelerator,thank-you-parenting-with-adhd-coach,97,397,NOT LAUNCHED,CATALOG,163
PARENTING,Emma,EmmaParenting,EP026,Certified Peaceful Parenting Coach™,peaceful-parenting-coach,ep026-pro-advanced,ep026-pro-master,ep026-pro-practice,peaceful_parenting_coach_purchased,ep026_pro_accelerator_purchased,peaceful-parenting-coach-certification,ep026-pro-accelerator,peaceful-parenting-coach-certification,checkout-peaceful-parenting-coach,oto-ep026-pro-accelerator,thank-you-peaceful-parenting-coach,97,397,NOT LAUNCHED,CATALOG,164
PARENTING,Emma,EmmaParenting,EP027,Certified Positive Parenting Coach™,positive-parenting-coach,ep027-pro-advanced,ep027-pro-master,ep027-pro-practice,positive_parenting_coach_purchased,ep027_pro_accelerator_purchased,positive-parenting-coach-certification,ep027-pro-accelerator,positive-parenting-coach-certification,checkout-positive-parenting-coach,oto-ep027-pro-accelerator,thank-you-positive-parenting-coach,97,397,GENERATE NOW,FRONTEND,13
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP028,Certified Postpartum Wellness Coach™,postpartum-wellness-coach,ep028-pro-advanced,ep028-pro-master,ep028-pro-practice,postpartum_wellness_coach_purchased,ep028_pro_accelerator_purchased,postpartum-wellness-coach-certification,ep028-pro-accelerator,postpartum-wellness-coach-certification,checkout-postpartum-wellness-coach,oto-ep028-pro-accelerator,thank-you-postpartum-wellness-coach,97,397,NOT LAUNCHED,CATALOG,165
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP029,Certified Pregnancy Nutrition Coach™,pregnancy-nutrition-coach,ep029-pro-advanced,ep029-pro-master,ep029-pro-practice,pregnancy_nutrition_coach_purchased,ep029_pro_accelerator_purchased,pregnancy-nutrition-coach-certification,ep029-pro-accelerator,pregnancy-nutrition-coach-certification,checkout-pregnancy-nutrition-coach,oto-ep029-pro-accelerator,thank-you-pregnancy-nutrition-coach,97,397,NOT LAUNCHED,CATALOG,166
PARENTING,Emma,EmmaParenting,EP030,Certified RIE Parenting Coach™,rie-parenting-coach,ep030-pro-advanced,ep030-pro-master,ep030-pro-practice,rie_parenting_coach_purchased,ep030_pro_accelerator_purchased,rie-parenting-coach-certification,ep030-pro-accelerator,rie-parenting-coach-certification,checkout-rie-parenting-coach,oto-ep030-pro-accelerator,thank-you-rie-parenting-coach,97,397,NOT LAUNCHED,CATALOG,167
PARENTING,Emma,EmmaParenting,EP031,Certified School Refusal Coach™,school-refusal-coach,ep031-pro-advanced,ep031-pro-master,ep031-pro-practice,school_refusal_coach_purchased,ep031_pro_accelerator_purchased,school-refusal-coach-certification,ep031-pro-accelerator,school-refusal-coach-certification,checkout-school-refusal-coach,oto-ep031-pro-accelerator,thank-you-school-refusal-coach,97,397,NOT LAUNCHED,CATALOG,168
PARENTING,Emma,EmmaParenting,EP032,Certified School Refusal Specialist™,school-refusal-specialist,ep032-pro-advanced,ep032-pro-master,ep032-pro-practice,school_refusal_specialist_purchased,ep032_pro_accelerator_purchased,school-refusal-specialist-certification,ep032-pro-accelerator,school-refusal-specialist-certification,checkout-school-refusal-specialist,oto-ep032-pro-accelerator,thank-you-school-refusal-specialist,97,397,NOT LAUNCHED,CATALOG,169
PARENTING,Emma,EmmaParenting,EP033,Certified Screen Time Coach™,screen-time-coach,ep033-pro-advanced,ep033-pro-master,ep033-pro-practice,screen_time_coach_purchased,ep033_pro_accelerator_purchased,screen-time-coach-certification,ep033-pro-accelerator,screen-time-coach-certification,checkout-screen-time-coach,oto-ep033-pro-accelerator,thank-you-screen-time-coach,97,397,NOT LAUNCHED,CATALOG,170
PARENTING,Emma,EmmaParenting,EP034,Certified Selective Mutism Coach™,selective-mutism-coach,ep034-pro-advanced,ep034-pro-master,ep034-pro-practice,selective_mutism_coach_purchased,ep034_pro_accelerator_purchased,selective-mutism-coach-certification,ep034-pro-accelerator,selective-mutism-coach-certification,checkout-selective-mutism-coach,oto-ep034-pro-accelerator,thank-you-selective-mutism-coach,97,397,NOT LAUNCHED,CATALOG,171
PARENTING,Emma,EmmaParenting,EP035,Certified Sensory Processing Parent Coach™,sensory-processing-parent-coach,ep035-pro-advanced,ep035-pro-master,ep035-pro-practice,sensory_processing_parent_coach_purchased,ep035_pro_accelerator_purchased,sensory-processing-parent-coach-certification,ep035-pro-accelerator,sensory-processing-parent-coach-certification,checkout-sensory-processing-parent-coach,oto-ep035-pro-accelerator,thank-you-sensory-processing-parent-coach,97,397,NOT LAUNCHED,CATALOG,172
PARENTING,Emma,EmmaParenting,EP036,Certified Sibling Rivalry Coach™,sibling-rivalry-coach,ep036-pro-advanced,ep036-pro-master,ep036-pro-practice,sibling_rivalry_coach_purchased,ep036_pro_accelerator_purchased,sibling-rivalry-coach-certification,ep036-pro-accelerator,sibling-rivalry-coach-certification,checkout-sibling-rivalry-coach,oto-ep036-pro-accelerator,thank-you-sibling-rivalry-coach,97,397,NOT LAUNCHED,CATALOG,173
PARENTING,Emma,EmmaParenting,EP037,Certified Single Parent Coach™,single-parent-coach,ep037-pro-advanced,ep037-pro-master,ep037-pro-practice,single_parent_coach_purchased,ep037_pro_accelerator_purchased,single-parent-coach-certification,ep037-pro-accelerator,single-parent-coach-certification,checkout-single-parent-coach,oto-ep037-pro-accelerator,thank-you-single-parent-coach,97,397,NOT LAUNCHED,CATALOG,174
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP038,Certified Special Needs Family Support Coach™,special-needs-family-support-coach,ep038-pro-advanced,ep038-pro-master,ep038-pro-practice,special_needs_family_support_coach_purchased,ep038_pro_accelerator_purchased,special-needs-family-support-coach-certification,ep038-pro-accelerator,special-needs-family-support-coach-certification,checkout-special-needs-family-support-coach,oto-ep038-pro-accelerator,thank-you-special-needs-family-support-coach,97,397,NOT LAUNCHED,CATALOG,175
PARENTING,Emma,EmmaParenting,EP039,Certified Special Needs Parenting Coach™,special-needs-parenting-coach,ep039-pro-advanced,ep039-pro-master,ep039-pro-practice,special_needs_parenting_coach_purchased,ep039_pro_accelerator_purchased,special-needs-parenting-coach-certification,ep039-pro-accelerator,special-needs-parenting-coach-certification,checkout-special-needs-parenting-coach,oto-ep039-pro-accelerator,thank-you-special-needs-parenting-coach,97,397,GENERATE NOW,FRONTEND,14
PARENTING,Emma,EmmaParenting,EP040,Certified Step-Parent Coach™,step-parent-coach,ep040-pro-advanced,ep040-pro-master,ep040-pro-practice,step_parent_coach_purchased,ep040_pro_accelerator_purchased,step-parent-coach-certification,ep040-pro-accelerator,step-parent-coach-certification,checkout-step-parent-coach,oto-ep040-pro-accelerator,thank-you-step-parent-coach,97,397,NOT LAUNCHED,CATALOG,176
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,EP041,Certified Teen Hormone Health Coach™,teen-hormone-health-coach,ep041-pro-advanced,ep041-pro-master,ep041-pro-practice,teen_hormone_health_coach_purchased,ep041_pro_accelerator_purchased,teen-hormone-health-coach-certification,ep041-pro-accelerator,teen-hormone-health-coach-certification,checkout-teen-hormone-health-coach,oto-ep041-pro-accelerator,thank-you-teen-hormone-health-coach,97,397,GENERATE NOW,FRONTEND,15
PARENTING,Emma,EmmaParenting,EP042,Certified Teen Mental Health First Aid Coach™,teen-mental-health-first-aid-coach,ep042-pro-advanced,ep042-pro-master,ep042-pro-practice,teen_mental_health_first_aid_coach_purchased,ep042_pro_accelerator_purchased,teen-mental-health-first-aid-coach-certification,ep042-pro-accelerator,teen-mental-health-first-aid-coach-certification,checkout-teen-mental-health-first-aid-coach,oto-ep042-pro-accelerator,thank-you-teen-mental-health-first-aid-coach,97,397,NOT LAUNCHED,CATALOG,178
PARENTING,Emma,EmmaParenting,EP043,Certified Teen Substance Prevention Coach™,teen-substance-prevention-coach,ep043-pro-advanced,ep043-pro-master,ep043-pro-practice,teen_substance_prevention_coach_purchased,ep043_pro_accelerator_purchased,teen-substance-prevention-coach-certification,ep043-pro-accelerator,teen-substance-prevention-coach-certification,checkout-teen-substance-prevention-coach,oto-ep043-pro-accelerator,thank-you-teen-substance-prevention-coach,97,397,NOT LAUNCHED,CATALOG,179
