Category,Coach,Pixel ID,Course Code,Course Name,L1 Slug,L2 Slug,L3 Slug,L4 Slug,L1 Tag,PRO Tag,CF L1 SKU,CF PRO SKU,Sales Page Slug,Checkout Slug,OTO 1 Slug,Thank You Page Slug,L1 Price,PRO Price,Status
PARENTING,Emma,EmmaParenting,PA015,Certified Sensory Processing Parent Coach™,sensory-processing-parent,,,,,,,,,,,,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA008,Certified Sibling Rivalry Coach™,sibling-rivalry,,,,,,,,,,,,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA440,Certified Single Parent Coach™,single-parent,pa440-pro-advanced,pa440-pro-master,pa440-pro-practice,single_parent_purchased,pa440_pro_accelerator_purchased,single-parent-certification,pa440-pro-accelerator,single-parent-certification,checkout-single-parent,oto-pa440-pro-accelerator,thank-you-single-parent,97,397,NOT LAUNCHED
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,FP95,Certified Special Needs Family Support Coach™,special-needs-family-support,fp95-pro-advanced,fp95-pro-master,fp95-pro-practice,special_needs_family_support_purchased,fp95_pro_accelerator_purchased,special-needs-family-support-certification,fp95-pro-accelerator,special-needs-family-support-certification,checkout-special-needs-family-support,oto-fp95-pro-accelerator,thank-you-special-needs-family-support,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA014,Certified Special Needs Parenting Coach™,special-needs-parent,,,,,,,,,,,,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA441,Certified Step-Parent Coach™,step-parent,pa441-pro-advanced,pa441-pro-master,pa441-pro-practice,step_parent_purchased,pa441_pro_accelerator_purchased,step-parent-certification,pa441-pro-accelerator,step-parent-certification,checkout-step-parent,oto-pa441-pro-accelerator,thank-you-step-parent,97,397,NOT LAUNCHED
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,FP89,Certified Teen Hormone Health Coach™,teen-hormone-health,fp89-pro-advanced,fp89-pro-master,fp89-pro-practice,teen_hormone_health_purchased,fp89_pro_accelerator_purchased,teen-hormone-health-certification,fp89-pro-accelerator,teen-hormone-health-certification,checkout-teen-hormone-health,oto-fp89-pro-accelerator,thank-you-teen-hormone-health,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA019,Certified Teen Mental Health First Aid Coach™,teen-mental-health,,,,,,,,,,,,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA018,Certified Teen Substance Prevention Coach™,teen-substance,,,,,,,,,,,,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA004,Certified Unschooling Coach™,unschooling,,,,,,,,,,,,97,397,NOT LAUNCHED
PARENTING,Emma,EmmaParenting,PA003,Certified Waldorf Parenting Coach™,waldorf-parenting,,,,,,,,,,,,97,397,NOT LAUNCHED
"FAMILY, PARENTING & SPECIAL POPULATIONS",Emma,EmmaParenting,FP92,Certified Women Over 50 Wellness Coach™,women-over-50-wellness,fp92-pro-advanced,fp92-pro-master,fp92-pro-practice,women_over_50_wellness_purchased,fp92_pro_accelerator_purchased,women-over-50-wellness-certification,fp92-pro-accelerator,women-over-50-wellness-certification,checkout-women-over-50-wellness,oto-fp92-pro-accelerator,thank-you-women-over-50-wellness,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC522,Certified Biblical Counselor™,biblical-counselor,fc522-pro-advanced,fc522-pro-master,fc522-pro-practice,biblical_counselor_purchased,fc522_pro_accelerator_purchased,biblical-counselor-certification,fc522-pro-accelerator,biblical-counselor-certification,checkout-biblical-counselor,oto-fc522-pro-accelerator,thank-you-biblical-counselor,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC00,Certified Birth & Postpartum Doula™,birth-postpartum-doula,fc00-pro-advanced,fc00-pro-master,fc00-pro-practice,birth_postpartum_doula_purchased,fc00_pro_accelerator_purchased,birth-postpartum-doula-certification,fc00-pro-accelerator,birth-postpartum-doula-certification,checkout-birth-postpartum-doula,oto-fc00-pro-accelerator,thank-you-birth-postpartum-doula,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC521,Certified Christian Life Coach™,christian-life,fc521-pro-advanced,fc521-pro-master,fc521-pro-practice,christian_life_purchased,fc521_pro_accelerator_purchased,christian-life-certification,fc521-pro-accelerator,christian-life-certification,checkout-christian-life,oto-fc521-pro-accelerator,thank-you-christian-life,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC532,Certified Christian Parenting Coach™,christian-parenting,fc532-pro-advanced,fc532-pro-master,fc532-pro-practice,christian_parenting_purchased,fc532_pro_accelerator_purchased,christian-parenting-certification,fc532-pro-accelerator,christian-parenting-certification,checkout-christian-parenting,oto-fc532-pro-accelerator,thank-you-christian-parenting,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC00,Certified EFT/Tapping Practitioner™,efttapping-practitioner,fc00-pro-advanced,fc00-pro-master,fc00-pro-practice,efttapping_practitioner_purchased,fc00_pro_accelerator_purchased,efttapping-practitioner-certification,fc00-pro-accelerator,efttapping-practitioner-certification,checkout-efttapping-practitioner,oto-fc00-pro-accelerator,thank-you-efttapping-practitioner,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC531,Certified Faith-Based Recovery Coach™,faith-based-recovery,fc531-pro-advanced,fc531-pro-master,fc531-pro-practice,faith_based_recovery_purchased,fc531_pro_accelerator_purchased,faith-based-recovery-certification,fc531-pro-accelerator,faith-based-recovery-certification,checkout-faith-based-recovery,oto-fc531-pro-accelerator,thank-you-faith-based-recovery,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC523,Certified Faith-Based Wellness Coach™,faith-based-wellness,fc523-pro-advanced,fc523-pro-master,fc523-pro-practice,faith_based_wellness_purchased,fc523_pro_accelerator_purchased,faith-based-wellness-certification,fc523-pro-accelerator,faith-based-wellness-certification,checkout-faith-based-wellness,oto-fc523-pro-accelerator,thank-you-faith-based-wellness,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC526,Certified Grief Coach (Faith-Based)™,grief-coach-faith-based,fc526-pro-advanced,fc526-pro-master,fc526-pro-practice,grief_coach_faith_based_purchased,fc526_pro_accelerator_purchased,grief-coach-faith-based-certification,fc526-pro-accelerator,grief-coach-faith-based-certification,checkout-grief-coach-faith-based,oto-fc526-pro-accelerator,thank-you-grief-coach-faith-based,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC00,Certified Integrative Medicine Practitioner™,integrative-medicine-practitioner,fc00-pro-advanced,fc00-pro-master,fc00-pro-practice,integrative_medicine_practitioner_purchased,fc00_pro_accelerator_purchased,integrative-medicine-practitioner-certification,fc00-pro-accelerator,integrative-medicine-practitioner-certification,checkout-integrative-medicine-practitioner,oto-fc00-pro-accelerator,thank-you-integrative-medicine-practitioner,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC525,Certified Marriage Ministry Coach™,marriage-ministry,fc525-pro-advanced,fc525-pro-master,fc525-pro-practice,marriage_ministry_purchased,fc525_pro_accelerator_purchased,marriage-ministry-certification,fc525-pro-accelerator,marriage-ministry-certification,checkout-marriage-ministry,oto-fc525-pro-accelerator,thank-you-marriage-ministry,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC529,Certified Pastoral Care Coach™,pastoral-care,fc529-pro-advanced,fc529-pro-master,fc529-pro-practice,pastoral_care_purchased,fc529_pro_accelerator_purchased,pastoral-care-certification,fc529-pro-accelerator,pastoral-care-certification,checkout-pastoral-care,oto-fc529-pro-accelerator,thank-you-pastoral-care,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC02,Certified Play Therapy Coach™,play-therapy,fc02-pro-advanced,fc02-pro-master,fc02-pro-practice,play_therapy_purchased,fc02_pro_accelerator_purchased,play-therapy-certification,fc02-pro-accelerator,play-therapy-certification,checkout-play-therapy,oto-fc02-pro-accelerator,thank-you-play-therapy,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC02,Certified Polyvagal & Nervous System Coach™,polyvagal-nervous-system,fc02-pro-advanced,fc02-pro-master,fc02-pro-practice,polyvagal_nervous_system_purchased,fc02_pro_accelerator_purchased,polyvagal-nervous-system-certification,fc02-pro-accelerator,polyvagal-nervous-system-certification,checkout-polyvagal-nervous-system,oto-fc02-pro-accelerator,thank-you-polyvagal-nervous-system,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC530,Certified Prayer & Intercession Coach™,prayer-intercession,fc530-pro-advanced,fc530-pro-master,fc530-pro-practice,prayer_intercession_purchased,fc530_pro_accelerator_purchased,prayer-intercession-certification,fc530-pro-accelerator,prayer-intercession-certification,checkout-prayer-intercession,oto-fc530-pro-accelerator,thank-you-prayer-intercession,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC527,Certified Premarital Counselor™,premarital-counselor,fc527-pro-advanced,fc527-pro-master,fc527-pro-practice,premarital_counselor_purchased,fc527_pro_accelerator_purchased,premarital-counselor-certification,fc527-pro-accelerator,premarital-counselor-certification,checkout-premarital-counselor,oto-fc527-pro-accelerator,thank-you-premarital-counselor,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC00,Certified Sex & Intimacy Coach™,sex-intimacy,fc00-pro-advanced,fc00-pro-master,fc00-pro-practice,sex_intimacy_purchased,fc00_pro_accelerator_purchased,sex-intimacy-certification,fc00-pro-accelerator,sex-intimacy-certification,checkout-sex-intimacy,oto-fc00-pro-accelerator,thank-you-sex-intimacy,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC524,Certified Women's Ministry Coach™,womens-ministry,fc524-pro-advanced,fc524-pro-master,fc524-pro-practice,womens_ministry_purchased,fc524_pro_accelerator_purchased,womens-ministry-certification,fc524-pro-accelerator,womens-ministry-certification,checkout-womens-ministry,oto-fc524-pro-accelerator,thank-you-womens-ministry,97,397,NOT LAUNCHED
FAITH-BASED COACHING,Grace,GraceFaithBased,FC528,Certified Youth Ministry Coach™,youth-ministry,fc528-pro-advanced,fc528-pro-master,fc528-pro-practice,youth_ministry_purchased,fc528_pro_accelerator_purchased,youth-ministry-certification,fc528-pro-accelerator,youth-ministry-certification,checkout-youth-ministry,oto-fc528-pro-accelerator,thank-you-youth-ministry,97,397,NOT LAUNCHED
SEXUALITY & INTIMACY,Luna,LunaSexIntimacy,S&459,Certified Couples Intimacy Practitioner™,couples-intimacy,s&459-pro-advanced,s&459-pro-master,s&459-pro-practice,couples_intimacy_purchased,s&459_pro_accelerator_purchased,couples-intimacy-certification,s&459-pro-accelerator,couples-intimacy-certification,checkout-couples-intimacy,oto-s&459-pro-accelerator,thank-you-couples-intimacy,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW306,Certified Erectile Dysfunction Support Practitioner™,erectile-dysfunction-support,sw306-pro-advanced,sw306-pro-master,sw306-pro-practice,erectile_dysfunction_support_purchased,sw306_pro_accelerator_purchased,erectile-dysfunction-support-certification,sw306-pro-accelerator,erectile-dysfunction-support-certification,checkout-erectile-dysfunction-support,oto-sw306-pro-accelerator,thank-you-erectile-dysfunction-support,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW304,Certified Intimacy & Couples Practitioner™,intimacy-couples,sw304-pro-advanced,sw304-pro-master,sw304-pro-practice,intimacy_couples_purchased,sw304_pro_accelerator_purchased,intimacy-couples-certification,sw304-pro-accelerator,intimacy-couples-certification,checkout-intimacy-couples,oto-sw304-pro-accelerator,thank-you-intimacy-couples,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW310,Certified Libido & Desire Practitioner™,libido-desire,sw310-pro-advanced,sw310-pro-master,sw310-pro-practice,libido_desire_purchased,sw310_pro_accelerator_purchased,libido-desire-certification,sw310-pro-accelerator,libido-desire-certification,checkout-libido-desire,oto-sw310-pro-accelerator,thank-you-libido-desire,97,397,NOT LAUNCHED
SEXUALITY & INTIMACY,Luna,LunaSexIntimacy,S&458,Certified Libido Practitioner™,libido,s&458-pro-advanced,s&458-pro-master,s&458-pro-practice,libido_purchased,s&458_pro_accelerator_purchased,libido-certification,s&458-pro-accelerator,libido-certification,checkout-libido,oto-s&458-pro-accelerator,thank-you-libido,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW307,Certified Menopause Sexual Health Practitioner™,menopause-sexual-health,sw307-pro-advanced,sw307-pro-master,sw307-pro-practice,menopause_sexual_health_purchased,sw307_pro_accelerator_purchased,menopause-sexual-health-certification,sw307-pro-accelerator,menopause-sexual-health-certification,checkout-menopause-sexual-health,oto-sw307-pro-accelerator,thank-you-menopause-sexual-health,97,397,NOT LAUNCHED
SEXUALITY & INTIMACY,Luna,LunaSexIntimacy,S&460,Certified Menopause Sexuality Practitioner™,menopause-sexuality,s&460-pro-advanced,s&460-pro-master,s&460-pro-practice,menopause_sexuality_purchased,s&460_pro_accelerator_purchased,menopause-sexuality-certification,s&460-pro-accelerator,menopause-sexuality-certification,checkout-menopause-sexuality,oto-s&460-pro-accelerator,thank-you-menopause-sexuality,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW309,Certified Pelvic Floor Health Practitioner™,pelvic-floor-health,sw309-pro-advanced,sw309-pro-master,sw309-pro-practice,pelvic_floor_health_purchased,sw309_pro_accelerator_purchased,pelvic-floor-health-certification,sw309-pro-accelerator,pelvic-floor-health-certification,checkout-pelvic-floor-health,oto-sw309-pro-accelerator,thank-you-pelvic-floor-health,97,397,NOT LAUNCHED
SEXUALITY & INTIMACY,Luna,LunaSexIntimacy,S&457,Certified Sex Practitioner™,sex,s&457-pro-advanced,s&457-pro-master,s&457-pro-practice,sex_purchased,s&457_pro_accelerator_purchased,sex-certification,s&457-pro-accelerator,sex-certification,checkout-sex,oto-s&457-pro-accelerator,thank-you-sex,97,397,NOT LAUNCHED
SEXUALITY & INTIMACY,Luna,LunaSexIntimacy,S&461,Certified Sexual Confidence Practitioner™,sexual-confidence,s&461-pro-advanced,s&461-pro-master,s&461-pro-practice,sexual_confidence_purchased,s&461_pro_accelerator_purchased,sexual-confidence-certification,s&461-pro-accelerator,sexual-confidence-certification,checkout-sexual-confidence,oto-s&461-pro-accelerator,thank-you-sexual-confidence,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW305,Certified Sexual Trauma Recovery Practitioner™,sexual-trauma-recovery,sw305-pro-advanced,sw305-pro-master,sw305-pro-practice,sexual_trauma_recovery_purchased,sw305_pro_accelerator_purchased,sexual-trauma-recovery-certification,sw305-pro-accelerator,sexual-trauma-recovery-certification,checkout-sexual-trauma-recovery,oto-sw305-pro-accelerator,thank-you-sexual-trauma-recovery,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW303,Certified Sexual Wellness Practitioner™,sexual-wellness,sw303-pro-advanced,sw303-pro-master,sw303-pro-practice,sexual_wellness_purchased,sw303_pro_accelerator_purchased,sexual-wellness-certification,sw303-pro-accelerator,sexual-wellness-certification,checkout-sexual-wellness,oto-sw303-pro-accelerator,thank-you-sexual-wellness,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW308,Certified Tantra & Sacred Sexuality Practitioner™,tantra-sacred-sexuality,sw308-pro-advanced,sw308-pro-master,sw308-pro-practice,tantra_sacred_sexuality_purchased,sw308_pro_accelerator_purchased,tantra-sacred-sexuality-certification,sw308-pro-accelerator,tantra-sacred-sexuality-certification,checkout-tantra-sacred-sexuality,oto-sw308-pro-accelerator,thank-you-tantra-sacred-sexuality,97,397,NOT LAUNCHED
SEXUAL WELLNESS & INTIMACY,Luna,LunaSexIntimacy,SW311,Certified Vaginismus & Painful Sex Practitioner™,vaginismus-painful-sex,sw311-pro-advanced,sw311-pro-master,sw311-pro-practice,vaginismus_painful_sex_purchased,sw311_pro_accelerator_purchased,vaginismus-painful-sex-certification,sw311-pro-accelerator,vaginismus-painful-sex-certification,checkout-vaginismus-painful-sex,oto-sw311-pro-accelerator,thank-you-vaginismus-painful-sex,97,397,NOT LAUNCHED
SPIRITUAL HEALING,Luna,LunaSpiritualEnergy,SP031,Certified Access Bars Practitioner™,access-bars,,,,,,,,,,,,97,397,NOT LAUNCHED
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaSpiritualEnergy,SH181,Certified Akashic Records Practitioner™,akashic-records-practitioner,sh181-pro-advanced,sh181-pro-master,sh181-pro-practice,akashic_records_practitioner_purchased,sh181_pro_accelerator_purchased,akashic-records-practitioner-certification,sh181-pro-accelerator,akashic-records-practitioner-certification,checkout-akashic-records-practitioner,oto-sh181-pro-accelerator,thank-you-akashic-records-practitioner,97,397,NOT LAUNCHED
SPIRITUAL HEALING,Luna,LunaSpiritualEnergy,SP001,Certified Akashic Records Practitioner™,akashic-records,,,,,,,,,,,,97,397,NOT LAUNCHED
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaSpiritualEnergy,SH189,Certified Angelic & Spirit Guide Practitioner™,angelic-spirit-guide,sh189-pro-advanced,sh189-pro-master,sh189-pro-practice,angelic_spirit_guide_purchased,sh189_pro_accelerator_purchased,angelic-spirit-guide-certification,sh189-pro-accelerator,angelic-spirit-guide-certification,checkout-angelic-spirit-guide,oto-sh189-pro-accelerator,thank-you-angelic-spirit-guide,97,397,NOT LAUNCHED
SPIRITUAL HEALING,Luna,LunaSpiritualEnergy,SP034,Certified Angelic Reiki Practitioner™,angelic-reiki,,,,,,,,,,,,97,397,NOT LAUNCHED
SPIRITUAL HEALING,Luna,LunaSpiritualEnergy,SP024,Certified Astrocartography Specialist™,astrocartography,,,,,,,,,,,,97,397,NOT LAUNCHED
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaSpiritualEnergy,SH191,Certified Astrology & Natal Chart Practitioner™,astrology-natal-chart,sh191-pro-advanced,sh191-pro-master,sh191-pro-practice,astrology_natal_chart_purchased,sh191_pro_accelerator_purchased,astrology-natal-chart-certification,sh191-pro-accelerator,astrology-natal-chart-certification,checkout-astrology-natal-chart,oto-sh191-pro-accelerator,thank-you-astrology-natal-chart,97,397,NOT LAUNCHED
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaSpiritualEnergy,SH188,Certified Aura Reading & Energy Clearing Practitioner™,aura-reading-energy-clearing,sh188-pro-advanced,sh188-pro-master,sh188-pro-practice,aura_reading_energy_clearing_purchased,sh188_pro_accelerator_purchased,aura-reading-energy-clearing-certification,sh188-pro-accelerator,aura-reading-energy-clearing-certification,checkout-aura-reading-energy-clearing,oto-sh188-pro-accelerator,thank-you-aura-reading-energy-clearing,97,397,NOT LAUNCHED
